"","Participant_ID","referrer","TempCond","tempestclean","age","year","Genderfactor","ethnicity","AttentionCheck"
"2878","157","UCRiverside","Agentic",70,"18","First-year","Female","Asian-American","Fail"
"2879","158","UCRiverside","Agentic",70,"18","First-year","Female","Other","Pass"
"2880","159","UCRiverside","Agentic",68,"19","Sophomore","Female","Latino or Hispanic","Fail"
"2881","16","UCRiverside","Communal",78,"20","Junior","Female","Asian-American","Fail"
"2882","160","UCRiverside","Communal",76,"19","Sophomore","Female","Latino or Hispanic","Pass"
"2883","161","UCRiverside","Communal",70,"22","Senior","Female","Latino or Hispanic","Fail"
"2884","162","UCRiverside","Communal",78,"18","First-year","Female","Latino or Hispanic","Pass"
"2885","163","UCRiverside","Communal",75,"22","Senior","Male","Asian-American","Fail"
"2886","164","UCRiverside","Agentic",70,"20","Sophomore","Female","Latino or Hispanic","Pass"
"2887","165","UCRiverside","Communal",70,"24","Senior","Female","Other","Fail"
"2888","166","UCRiverside","Communal",77,"18","First-year","Female","Asian-American","Fail"
"2889","167","UCRiverside","Communal",70,"18","First-year","Female","Asian-American","Pass"
"2890","168","UCRiverside","Agentic",75,"-2","Sophomore","Male","Asian-American","Fail"
"2891","169","UCRiverside","Agentic",70,"19","First-year","Female","Asian-American","Pass"
"2892","17","UCRiverside","Agentic",75,"24","Junior","Female","Latino or Hispanic","Pass"
"2893","170","UCRiverside","Agentic",70,"20","Junior","Female","Asian-American","Pass"
"2894","171","UCRiverside","Communal",80,"20","Junior","Female","Other","Fail"
"2895","172","UCRiverside","Agentic",70,"21","Other","Female","Asian-American","Fail"
"2896","173","UCRiverside","Communal",80,"18","First-year","Female","Asian-American","Pass"
"2897","174","UCRiverside","Communal",70,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"2898","175","UCRiverside","Agentic",72,"25","Junior","Female","Latino or Hispanic","Pass"
"2899","176","UCRiverside","Communal",75,"20","Junior","Male","Asian-American","Pass"
"2900","177","UCRiverside","Communal",72,"19","First-year","Female","Asian-American","Fail"
"2901","178","UCRiverside","Communal",70,"21","Junior","Male","Asian-American","Pass"
"2902","179","UCRiverside","Communal",75,"18","First-year","Female","Asian-American","Pass"
"2903","18","UCRiverside","Communal",80,"18","First-year","Female","Asian-American","Pass"
"2904","180","UCRiverside","Communal",73,"20","Junior","Female","Asian-American","Fail"
"2905","181","UCRiverside","Communal",76,"19","Sophomore","Female","Asian-American","Pass"
"2906","182","UCRiverside","Agentic",75,"18","First-year","Female","African-American","Pass"
"2907","183","UCRiverside","Agentic",76,"19","Sophomore","Female","Latino or Hispanic","Fail"
"2908","184","UCRiverside","Agentic",74,"18","First-year","Female","Asian-American","Pass"
"2909","185","UCRiverside","Communal",75,"21","Junior","Female","Latino or Hispanic","Pass"
"2910","186","UCRiverside","Communal",75,"19","Sophomore","Male","Asian-American","Pass"
"2911","187","UCRiverside","Communal",78,"18","First-year","Female","Other","Fail"
"2912","188","UCRiverside","Agentic",72,"22","Senior","Male","Multiracial","Pass"
"2913","189","UCRiverside","Agentic",75,"26","Junior","Male","White, non-Hispanic or latino","Pass"
"2915","190","UCRiverside","Agentic",72,"19","Sophomore","Male","Asian-American","Fail"
"2916","191","UCRiverside","Communal",74,"21","Junior","Male","Latino or Hispanic","Fail"
"2917","192","UCRiverside","Communal",76,"19","Sophomore","Female","Asian-American","Fail"
"2918","193","UCRiverside","Agentic",75,"18","First-year","Female","Asian-American","Fail"
"2919","194","UCRiverside","Agentic",75,"18","First-year","Female","Asian-American","Pass"
"2920","195","UCRiverside","Communal",72,"18","Sophomore","Female","Asian-American","Fail"
"2921","196","UCRiverside","Communal",72,"18","First-year","Male","Multiracial","Pass"
"2922","197","UCRiverside","Communal",75,"19","Sophomore","Male","Asian-American","Pass"
"2923","198","UCRiverside","Communal",70,"21","Junior","Female","White, non-Hispanic or latino","Pass"
"2924","199","UCRiverside","Agentic",72,"22","Other","Female","Asian-American","Pass"
"2925","20","UCRiverside","Agentic",66,"18","First-year","Female","Latino or Hispanic","Pass"
"2926","200","UCRiverside","Agentic",70,"19","Sophomore","Male","Asian-American","Pass"
"2927","201","UCRiverside","Communal",75,"42","First-year","Female","White, non-Hispanic or latino",NA
"2928","202","UCRiverside","Communal",72,"18","First-year","Female","Latino or Hispanic","Pass"
"2929","203","UCRiverside","Communal",78,"18","First-year","Male","Other","Pass"
"2930","204","UCRiverside","Agentic",75,"19","Sophomore","Female","Latino or Hispanic","Fail"
"2931","205","UCRiverside","Communal",75,"21","Junior","Female","Multiracial","Pass"
"2933","207","UCRiverside","Agentic",75,"19","Junior","Male","Asian-American","Pass"
"2934","208","UCRiverside","Communal",70,"18","First-year","Female","Latino or Hispanic","Fail"
"2935","209","UCRiverside","Communal",77,"18","First-year","Male","Asian-American","Pass"
"2936","21","UCRiverside","Agentic",74,"19","Sophomore","Female","Latino or Hispanic","Pass"
"2937","210","UCRiverside","Agentic",70,"19","Sophomore","Female","Other","Fail"
"2938","211","UCRiverside","Communal",72,"18","First-year","Female","Latino or Hispanic","Pass"
"2939","212","UCRiverside","Communal",80,"18","First-year","Female","Latino or Hispanic","Pass"
"2940","213","UCRiverside","Communal",70,"22","Junior","Male","Latino or Hispanic","Fail"
"2941","214","UCRiverside","Communal",72,"19","Sophomore","Male","Asian-American","Fail"
"2942","215","UCRiverside","Agentic",70,"19","Sophomore","Female","Asian-American","Pass"
"2943","216","UCRiverside","Agentic",80,"19","Sophomore","Female","Latino or Hispanic","Pass"
"2944","217","UCRiverside","Agentic",65,"20","Junior","Male","Asian-American","Pass"
"2945","218","UCRiverside","Communal",74,"19","Sophomore","Female","Asian-American","Pass"
"2946","219","UCRiverside","Communal",70,"20","Junior","Male","Asian-American","Pass"
"2947","22","UCRiverside","Agentic",70,"19","Sophomore","Female","Latino or Hispanic","Pass"
"2948","220","UCRiverside","Agentic",70,"24","Senior","Male","White, non-Hispanic or latino","Fail"
"2949","221","UCRiverside","Communal",72,"18","First-year","Male","Asian-American","Pass"
"2950","222","UCRiverside","Communal",79,"18","First-year","Male","Multiracial","Pass"
"2951","223","UCRiverside","Agentic",85,"19","Sophomore","Female","Asian-American","Fail"
"2952","224","UCRiverside","Agentic",70,"19","Sophomore","Male","Latino or Hispanic","Pass"
"2953","225","UCRiverside","Communal",75,"18","Sophomore","Male","Latino or Hispanic","Pass"
"2954","226","UCRiverside","Communal",76,"18","First-year","Female","Asian-American","Pass"
"2955","227","UCRiverside","Agentic",73,"19","Sophomore","Female","Latino or Hispanic","Pass"
"2957","229","UCRiverside","Agentic",75,"19","Sophomore","Male","Asian-American","Pass"
"2958","23","UCRiverside","Communal",74,"24","Junior","Male","Asian-American","Pass"
"2959","230","UCRiverside","Communal",80,"19","First-year","Male","Asian-American","Fail"
"2960","231","UCRiverside","Communal",70,"21","Junior","Male","Latino or Hispanic","Pass"
"2961","232","UCRiverside","Agentic",75,"19","Sophomore","Male","Asian-American","Pass"
"2962","233","UCRiverside","Communal",70,"18","First-year","Female","African-American","Fail"
"2963","234","UCRiverside","Agentic",78,"20","Junior","Female","Latino or Hispanic","Pass"
"2964","235","UCRiverside","Communal",80,"21","Senior","Male","Asian-American","Pass"
"2965","236","UCRiverside","Communal",80,"20","Junior","Female","Asian-American","Fail"
"2966","237","UCRiverside","Communal",77,"21","Senior","Female","Latino or Hispanic","Pass"
"2967","238","UCRiverside","Agentic",71,"22","Senior","Male","Asian-American","Fail"
"2968","239","UCRiverside","Communal",71,"19","Sophomore","Female","Latino or Hispanic","Pass"
"2969","24","UCRiverside","Agentic",72,"18","First-year","Male","Asian-American","Pass"
"2970","240","UCRiverside","Agentic",75,"18","First-year","Female","Latino or Hispanic","Fail"
"2971","241","UCRiverside","Communal",80,"20","Junior","Female","Latino or Hispanic","Pass"
"2972","242","UCRiverside","Communal",72,"18","First-year","Male","African-American","Pass"
"2973","243","UCRiverside","Agentic",75,"18","First-year","Male","Latino or Hispanic","Fail"
"2974","244","UCRiverside","Agentic",70,"21","Senior","Male","White, non-Hispanic or latino","Fail"
"2976","246","UCRiverside","Communal",70,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"2977","247","UCRiverside","Communal",71,"18","First-year","Female","Latino or Hispanic","Fail"
"2978","248","UCRiverside","Agentic",71,"18","First-year","Female","Asian-American","Fail"
"2979","249","UCRiverside","Agentic",74,"18","First-year","Male","Asian-American","Pass"
"2980","25","UCRiverside","Communal",76,"19","Sophomore","Male","Asian-American","Fail"
"2981","26","UCRiverside","Agentic",73,"21","Junior","Female","Latino or Hispanic","Pass"
"2982","27","UCRiverside","Agentic",78,"19","Sophomore","Female","Asian-American","Pass"
"2984","29","UCRiverside","Communal",70,"22","Junior","Male","White, non-Hispanic or latino","Fail"
"2985","30","UCRiverside","Agentic",75,"19","Sophomore","Female","Asian-American","Fail"
"2986","31","UCRiverside","Agentic",73,"19","Sophomore","Female","Asian-American","Fail"
"2987","32","UCRiverside","Communal",80,"21","Senior","Male","Latino or Hispanic","Pass"
"2988","33","UCRiverside","Agentic",70,"23","Junior","Female","White, non-Hispanic or latino","Fail"
"2990","35","UCRiverside","Agentic",70,"20","Junior","Female","Latino or Hispanic","Pass"
"2992","37","UCRiverside","Agentic",75,"18","First-year","Male","Asian-American","Pass"
"2993","38","UCRiverside","Communal",74,"19","Sophomore","Female","Asian-American","Fail"
"2994","39","UCRiverside","Communal",78,"22","Junior","Female","Latino or Hispanic","Pass"
"2995","40","UCRiverside","Agentic",85,"18","First-year","Female","Asian-American","Fail"
"2997","43","UCRiverside","Agentic",77,"21","Junior","Female","White, non-Hispanic or latino","Pass"
"2999","45","UCRiverside","Agentic",80,"21","Senior","Male","Asian-American","Pass"
"3000","46","UCRiverside","Agentic",70,"23","First-year","Male","Other","Pass"
"3001","47","UCRiverside","Agentic",75,"20","Junior","Female","Asian-American","Pass"
"3002","48","UCRiverside","Agentic",75,"22","Junior","Female","Latino or Hispanic","Pass"
"3003","49","UCRiverside","Agentic",70,"20","Junior","Male","Asian-American","Fail"
"3005","51","UCRiverside","Communal",75,"20","Junior","Female","Latino or Hispanic","Fail"
"3006","52","UCRiverside","Agentic",75,"22","Senior","Female","White, non-Hispanic or latino","Fail"
"3008","54","UCRiverside","Communal",78,"19","Sophomore",NA,"Asian-American","Fail"
"3009","55","UCRiverside","Communal",72,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3010","56","UCRiverside","Communal",75,"18","First-year","Female","Multiracial","Fail"
"3011","57","UCRiverside","Communal",75,"19","Sophomore","Female","White, non-Hispanic or latino","Fail"
"3012","58","UCRiverside","Agentic",77,"18","First-year","Male","Asian-American","Pass"
"3013","59","UCRiverside","Agentic",75,"18","First-year","Female","Asian-American","Fail"
"3014","60","UCRiverside","Agentic",76,"20","Junior","Female","Asian-American","Fail"
"3015","61","UCRiverside","Agentic",75,"18","First-year","Female","Asian-American","Fail"
"3016","62","UCRiverside","Agentic",74,"19","Sophomore","Male","Other","Pass"
"3017","63","UCRiverside","Agentic",75,"19","Sophomore","Male","Asian-American","Pass"
"3018","64","UCRiverside","Communal",75,"20","Sophomore","Male","White, non-Hispanic or latino","Pass"
"3019","65","UCRiverside","Agentic",70,"20","Junior","Female","Latino or Hispanic","Pass"
"3020","66","UCRiverside","Communal",73,"18","First-year","Female","Latino or Hispanic","Pass"
"3021","67","UCRiverside","Agentic",80,"21","Senior","Male","Latino or Hispanic","Fail"
"3022","68","UCRiverside","Communal",75,"19","Sophomore","Female","Latino or Hispanic","Fail"
"3023","69","UCRiverside","Communal",75,"22","Junior","Female","Asian-American","Pass"
"3024","7","UCRiverside","Communal",76,"22","Junior","Male","White, non-Hispanic or latino","Pass"
"3025","70","UCRiverside","Communal",70,"19","Sophomore","Female","Multiracial","Fail"
"3026","71","UCRiverside","Agentic",69,"19","Sophomore","Male","Asian-American","Fail"
"3027","72","UCRiverside","Agentic",70,"18","First-year","Male","Asian-American","Fail"
"3028","73","UCRiverside","Communal",73,"20","Sophomore","Male","African-American","Fail"
"3029","74","UCRiverside","Communal",65,"19","Sophomore","Female","Latino or Hispanic","Fail"
"3030","75","UCRiverside","Agentic",75,"20","Junior","Male","Latino or Hispanic","Pass"
"3031","76","UCRiverside","Agentic",70,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"3032","77","UCRiverside","Agentic",76,"22","Sophomore","Male","Other","Fail"
"3033","78","UCRiverside","Communal",75,"19","Sophomore","Female","Asian-American","Fail"
"3034","79","UCRiverside","Agentic",75,"19","Sophomore","Female","Asian-American","Fail"
"3035","8","UCRiverside","Communal",70,"18","First-year","Female","African-American","Pass"
"3036","80","UCRiverside","Agentic",78,"25","Senior","Male","Asian-American","Fail"
"3037","81","UCRiverside","Agentic",75,"18","First-year","Female","Asian-American","Pass"
"3038","82","UCRiverside","Agentic",80,"19","Sophomore","Female","Latino or Hispanic","Fail"
"3039","83","UCRiverside","Agentic",72,"21","Senior","Male","Asian-American","Pass"
"3040","84","UCRiverside","Agentic",75,"19","Sophomore","Male","Other","Fail"
"3041","85","UCRiverside","Communal",77,"18","First-year","Female","Latino or Hispanic","Pass"
"3042","86","UCRiverside","Agentic",72,"22","Junior","Female","Latino or Hispanic","Pass"
"3043","861146834","UCRiverside","Communal",70,"18","First-year","Male","Latino or Hispanic","Fail"
"3044","861172931","UCRiverside","Communal",70,"19","First-year","Male","Asian-American","Fail"
"3045","87","UCRiverside","Communal",63,"18","First-year","Female","Latino or Hispanic","Fail"
"3047","89","UCRiverside","Agentic",77,"17","First-year","Female","White, non-Hispanic or latino","Fail"
"3048","9","UCRiverside","Agentic",70,"23","Junior","Male","Latino or Hispanic","Pass"
"3050","91","UCRiverside","Agentic",70,"19","Sophomore","Female","Latino or Hispanic","Pass"
"3051","92","UCRiverside","Agentic",78,"19","Sophomore","Female","Latino or Hispanic","Pass"
"3052","93","UCRiverside","Communal",76,"19","Sophomore","Female","Latino or Hispanic","Pass"
"3053","94","UCRiverside","Communal",72,"19","First-year","Female","Asian-American","Fail"
"3054","95","UCRiverside","Agentic",70,"18","Sophomore","Female","Multiracial","Pass"
"3055","96","UCRiverside","Agentic",78,"20","Junior","Female","White, non-Hispanic or latino","Fail"
"3056","97","UCRiverside","Communal",78,"19","Sophomore","Female","White, non-Hispanic or latino","Fail"
"3057","98","UCRiverside","Communal",78,"21","Junior","Female","White, non-Hispanic or latino","Pass"
"3058","99","UCRiverside","Agentic",75,"22","Junior","Female","Latino or Hispanic","Pass"
"3059",NA,"UCRiverside","Communal",78,NA,NA,NA,NA,NA
"3060",NA,"UCRiverside","Agentic",67,"20","Junior","Female","Latino or Hispanic","Fail"
"3061",NA,"UCRiverside","Communal",70,"19","Sophomore","Female","Latino or Hispanic","Pass"
"3063",NA,"UCRiverside","Communal",74,NA,NA,NA,NA,"Pass"
"3064",NA,"UCRiverside","Agentic",75,"19","Sophomore",NA,"Asian-American","Pass"
"3065",NA,"UCRiverside","Agentic",72,"18","First-year","Female","Latino or Hispanic","Fail"
"3066",NA,"UCRiverside","Communal",75,"21","Senior","Female","Asian-American","Pass"
"3067",NA,"UCRiverside","Agentic",70,NA,NA,NA,NA,NA
"3068",NA,"UCRiverside","Communal",70,"20","Junior","Male","Latino or Hispanic","Pass"
"3069",NA,"UCRiverside","Communal",75,"19","Sophomore","Female","Asian-American","Fail"
"3070",NA,"UCRiverside","Communal",75,NA,NA,NA,NA,NA
"3072",NA,"UCRiverside","Communal",75,"20","Junior","Female","Latino or Hispanic","Pass"
"3073",NA,"UCRiverside","Communal",74,NA,NA,NA,NA,NA
"3074",NA,"UCRiverside","Agentic",75,"19","Sophomore","Male","Multiracial","Fail"
"3075",NA,"UCRiverside","Agentic",74,"19","Sophomore","Female","Latino or Hispanic","Fail"
"3077",NA,"UCRiverside","Communal",70,NA,NA,NA,NA,"Fail"
